Individual statistics:

Lc0 - 2400    : 2 (+  2,=  0,-  0), 100.0 %
Lc0 - 2500    : 2 (+  2,=  0,-  0), 100.0 %
Lc0 - 2171    : 1 (+  0,=  1,-  0), 50.0 %
Lc0 - 2125    : 2 (+  2,=  0,-  0), 100.0 %
Lc0 - 2551    : 2 (+  2,=  0,-  0), 100.0 %
Lc0 - 2600    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 2100    : 1 (+  1,=  0,-  0), 100.0 %
Lc0 - 2079    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 2656    : 2 (+  1,=  1,-  0), 75.0 %
Lc0 - 2700    : 2 (+  0,=  1,-  1), 25.0 %
Lc0 - 2055    : 1 (+  0,=  0,-  1),  0.0 %
Lc0 - 2000    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 2775    : 2 (+  2,=  0,-  0), 100.0 %
Lc0 - 2800    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 1970    : 1 (+  0,=  0,-  1),  0.0 %
Lc0 - 1940    : 2 (+  1,=  1,-  0), 75.0 %
Lc0 - 2878    : 2 (+  1,=  1,-  0), 75.0 %
Lc0 - 2900    : 2 (+  1,=  0,-  1), 50.0 %
Lc0 - 1900    : 1 (+  0,=  0,-  1),  0.0 %
Lc0 - 1854    : 2 (+  0,=  1,-  1), 25.0 %
Lc0 - 3000    : 2 (+  1,=  1,-  0), 75.0 %
Lc0 - 3100    : 2 (+  1,=  1,-  0), 75.0 %
Lc0 - 1777    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 3200    : 2 (+  2,=  0,-  0), 100.0 %
Lc0 - 3300    : 1 (+  0,=  0,-  1),  0.0 %
Lc0 - 1700    : 1 (+  0,=  0,-  1),  0.0 %
Lc0 - 1629    : 2 (+  1,=  1,-  0), 75.0 %
Lc0 - 3400    : 2 (+  1,=  0,-  1), 50.0 %
Lc0 - 341     : 1 (+  1,=  0,-  0), 100.0 %
Lc0 - 1600    : 1 (+  1,=  0,-  0), 100.0 %
Lc0 - 1549    : 2 (+  2,=  0,-  0), 100.0 %
Lc0 - 3500    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 3600    : 1 (+  1,=  0,-  0), 100.0 %
Lc0 - 1533    : 1 (+  0,=  1,-  0), 50.0 %
Lc0 - 1500    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 3701    : 2 (+  0,=  1,-  1), 25.0 %
Lc0 - 3800    : 1 (+  0,=  0,-  1),  0.0 %
Lc0 - 1440    : 1 (+  1,=  0,-  0), 100.0 %
Lc0 - 1372    : 2 (+  0,=  1,-  1), 25.0 %
Lc0 - 3900    : 2 (+  1,=  0,-  1), 50.0 %
Lc0 - 3988    : 1 (+  0,=  0,-  1),  0.0 %
Lc0 - 1225    : 1 (+  0,=  0,-  1),  0.0 %
Lc0 - 1111    : 2 (+  2,=  0,-  0), 100.0 %
Lc0 - 711     : 2 (+  2,=  0,-  0), 100.0 %
Lc0 - 851     : 1 (+  0,=  1,-  0), 50.0 %
Lc0 - 0       : 1 (+  1,=  0,-  0), 100.0 %

26 Lc0 - 1777 :2253.4 83 (+ 41,=  8,- 34), 54.2 %

Lc0 - 915     : 1 (+  0,=  0,-  1),  0.0 %
Lc0 - 2317    : 2 (+  2,=  0,-  0), 100.0 %
Lc0 - 2300    : 2 (+  1,=  0,-  1), 50.0 %
Lc0 - 2200    : 1 (+  0,=  0,-  1),  0.0 %
Lc0 - 2400    : 2 (+  1,=  0,-  1), 50.0 %
Lc0 - 2500    : 2 (+  2,=  0,-  0), 100.0 %
Lc0 - 2171    : 2 (+  1,=  0,-  1), 50.0 %
Lc0 - 2125    : 1 (+  1,=  0,-  0), 100.0 %
Lc0 - 2551    : 2 (+  2,=  0,-  0), 100.0 %
Lc0 - 2600    : 2 (+  1,=  0,-  1), 50.0 %
Lc0 - 2100    : 2 (+  2,=  0,-  0), 100.0 %
Lc0 - 2079    : 1 (+  0,=  0,-  1),  0.0 %
Lc0 - 2656    : 2 (+  2,=  0,-  0), 100.0 %
Lc0 - 2700    : 2 (+  0,=  1,-  1), 25.0 %
Lc0 - 2055    : 2 (+  0,=  1,-  1), 25.0 %
Lc0 - 2000    : 1 (+  0,=  0,-  1),  0.0 %
Lc0 - 2775    : 2 (+  2,=  0,-  0), 100.0 %
Lc0 - 2800    : 2 (+  1,=  0,-  1), 50.0 %
Lc0 - 1970    : 2 (+  1,=  0,-  1), 50.0 %
Lc0 - 1940    : 1 (+  0,=  0,-  1),  0.0 %
Lc0 - 2878    : 2 (+  1,=  1,-  0), 75.0 %
Lc0 - 2900    : 2 (+  1,=  0,-  1), 50.0 %
Lc0 - 1900    : 2 (+  0,=  1,-  1), 25.0 %
Lc0 - 1854    : 1 (+  0,=  0,-  1),  0.0 %
Lc0 - 3000    : 2 (+  1,=  0,-  1), 50.0 %
Lc0 - 3100    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 1800    : 2 (+  2,=  0,-  0), 100.0 %
Lc0 - 3200    : 2 (+  1,=  0,-  1), 50.0 %
Lc0 - 3300    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 1700    : 2 (+  1,=  1,-  0), 75.0 %
Lc0 - 1629    : 1 (+  1,=  0,-  0), 100.0 %
Lc0 - 3400    : 1 (+  1,=  0,-  0), 100.0 %
Lc0 - 341     : 2 (+  2,=  0,-  0), 100.0 %
Lc0 - 1600    : 2 (+  2,=  0,-  0), 100.0 %
Lc0 - 1549    : 1 (+  1,=  0,-  0), 100.0 %
Lc0 - 3500    : 1 (+  0,=  0,-  1),  0.0 %
Lc0 - 3600    : 2 (+  1,=  0,-  1), 50.0 %
Lc0 - 1533    : 2 (+  1,=  0,-  1), 50.0 %
Lc0 - 1500    : 1 (+  1,=  0,-  0), 100.0 %
Lc0 - 3701    : 1 (+  0,=  0,-  1),  0.0 %
Lc0 - 3800    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 1440    : 2 (+  0,=  1,-  1), 25.0 %
Lc0 - 1372    : 1 (+  0,=  0,-  1),  0.0 %
Lc0 - 3900    : 1 (+  0,=  0,-  1),  0.0 %
Lc0 - 3988    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 1225    : 2 (+  1,=  0,-  1), 50.0 %
Lc0 - 1111    : 1 (+  1,=  0,-  0), 100.0 %
Lc0 - 711     : 1 (+  1,=  0,-  0), 100.0 %
Lc0 - 851     : 2 (+  0,=  2,-  0), 50.0 %
Lc0 - 0       : 2 (+  2,=  0,-  0), 100.0 %

27 Lc0 - 2400 :2233.2 81 (+ 31,= 19,- 31), 50.0 %

Lc0 - 915     : 2 (+  1,=  1,-  0), 75.0 %
Lc0 - 2317    : 1 (+  0,=  1,-  0), 50.0 %
Lc0 - 2300    : 2 (+  0,=  2,-  0), 50.0 %
Lc0 - 2200    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 2500    : 1 (+  1,=  0,-  0), 100.0 %
Lc0 - 2171    : 2 (+  2,=  0,-  0), 100.0 %
Lc0 - 2125    : 2 (+  0,=  1,-  1), 25.0 %
Lc0 - 2551    : 2 (+  2,=  0,-  0), 100.0 %
Lc0 - 2600    : 1 (+  0,=  0,-  1),  0.0 %
Lc0 - 2100    : 2 (+  2,=  0,-  0), 100.0 %
Lc0 - 2079    : 2 (+  0,=  2,-  0), 50.0 %
Lc0 - 2656    : 2 (+  1,=  0,-  1), 50.0 %
Lc0 - 2700    : 1 (+  1,=  0,-  0), 100.0 %
Lc0 - 2055    : 2 (+  0,=  1,-  1), 25.0 %
Lc0 - 2000    : 2 (+  0,=  2,-  0), 50.0 %
Lc0 - 2775    : 2 (+  1,=  1,-  0), 75.0 %
Lc0 - 2800    : 1 (+  0,=  0,-  1),  0.0 %
Lc0 - 1970    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 1940    : 2 (+  2,=  0,-  0), 100.0 %
Lc0 - 2878    : 2 (+  1,=  1,-  0), 75.0 %
Lc0 - 2900    : 1 (+  0,=  1,-  0), 50.0 %
Lc0 - 1900    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 1854    : 2 (+  1,=  0,-  1), 50.0 %
Lc0 - 3000    : 2 (+  2,=  0,-  0), 100.0 %
Lc0 - 3100    : 1 (+  0,=  0,-  1),  0.0 %
Lc0 - 1800    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 1777    : 2 (+  1,=  0,-  1), 50.0 %
Lc0 - 3200    : 2 (+  0,=  1,-  1), 25.0 %
Lc0 - 3300    : 1 (+  1,=  0,-  0), 100.0 %
Lc0 - 1700    : 1 (+  0,=  0,-  1),  0.0 %
Lc0 - 1629    : 2 (+  1,=  1,-  0), 75.0 %
Lc0 - 3400    : 2 (+  0,=  1,-  1), 25.0 %
Lc0 - 341     : 1 (+  0,=  1,-  0), 50.0 %
Lc0 - 1600    : 1 (+  1,=  0,-  0), 100.0 %
Lc0 - 1549    : 2 (+  1,=  1,-  0), 75.0 %
Lc0 - 3500    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 3600    : 1 (+  0,=  1,-  0), 50.0 %
Lc0 - 1533    : 1 (+  0,=  0,-  1),  0.0 %
Lc0 - 1500    : 2 (+  1,=  0,-  1), 50.0 %
Lc0 - 3701    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 3800    : 1 (+  0,=  0,-  1),  0.0 %
Lc0 - 1440    : 1 (+  0,=  0,-  1),  0.0 %
Lc0 - 1372    : 2 (+  1,=  0,-  1), 50.0 %
Lc0 - 3900    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 3988    : 1 (+  1,=  0,-  0), 100.0 %
Lc0 - 1225    : 1 (+  0,=  0,-  1),  0.0 %
Lc0 - 1111    : 2 (+  2,=  0,-  0), 100.0 %
Lc0 - 711     : 2 (+  2,=  0,-  0), 100.0 %
Lc0 - 851     : 1 (+  1,=  0,-  0), 100.0 %
Lc0 - 0       : 1 (+  1,=  0,-  0), 100.0 %

28 Lc0 - 1700 :2228.0 82 (+ 37,=  8,- 37), 50.0 %

Lc0 - 915     : 2 (+  1,=  0,-  1), 50.0 %
Lc0 - 2317    : 2 (+  2,=  0,-  0), 100.0 %
Lc0 - 2300    : 1 (+  0,=  0,-  1),  0.0 %
Lc0 - 2200    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 2400    : 1 (+  1,=  0,-  0), 100.0 %
Lc0 - 2500    : 2 (+  2,=  0,-  0), 100.0 %
Lc0 - 2171    : 1 (+  1,=  0,-  0), 100.0 %
Lc0 - 2125    : 2 (+  2,=  0,-  0), 100.0 %
Lc0 - 2551    : 2 (+  1,=  1,-  0), 75.0 %
Lc0 - 2600    : 2 (+  0,=  1,-  1), 25.0 %
Lc0 - 2100    : 1 (+  1,=  0,-  0), 100.0 %
Lc0 - 2079    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 2656    : 2 (+  2,=  0,-  0), 100.0 %
Lc0 - 2700    : 2 (+  0,=  1,-  1), 25.0 %
Lc0 - 2055    : 1 (+  0,=  0,-  1),  0.0 %
Lc0 - 2000    : 2 (+  0,=  1,-  1), 25.0 %
Lc0 - 2775    : 2 (+  1,=  0,-  1), 50.0 %
Lc0 - 2800    : 2 (+  2,=  0,-  0), 100.0 %
Lc0 - 1970    : 1 (+  1,=  0,-  0), 100.0 %
Lc0 - 1940    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 2878    : 2 (+  1,=  0,-  1), 50.0 %
Lc0 - 2900    : 2 (+  2,=  0,-  0), 100.0 %
Lc0 - 1900    : 1 (+  0,=  0,-  1),  0.0 %
Lc0 - 1854    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 3000    : 2 (+  1,=  0,-  1), 50.0 %
Lc0 - 3100    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 1800    : 1 (+  1,=  0,-  0), 100.0 %
Lc0 - 1777    : 2 (+  0,=  1,-  1), 25.0 %
Lc0 - 3200    : 2 (+  2,=  0,-  0), 100.0 %
Lc0 - 3300    : 2 (+  1,=  1,-  0), 75.0 %
Lc0 - 1629    : 2 (+  1,=  0,-  1), 50.0 %
Lc0 - 3400    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 341     : 1 (+  1,=  0,-  0), 100.0 %
Lc0 - 1600    : 1 (+  1,=  0,-  0), 100.0 %
Lc0 - 1549    : 2 (+  2,=  0,-  0), 100.0 %
Lc0 - 3500    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 3600    : 1 (+  0,=  0,-  1),  0.0 %
Lc0 - 1533    : 1 (+  0,=  0,-  1),  0.0 %
Lc0 - 1500    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 3701    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 3800    : 1 (+  0,=  0,-  1),  0.0 %
Lc0 - 1440    : 1 (+  0,=  1,-  0), 50.0 %
Lc0 - 1372    : 2 (+  1,=  0,-  1), 50.0 %
Lc0 - 3900    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 3988    : 1 (+  0,=  0,-  1),  0.0 %
Lc0 - 1225    : 1 (+  1,=  0,-  0), 100.0 %
Lc0 - 1111    : 2 (+  1,=  1,-  0), 75.0 %
Lc0 - 711     : 2 (+  2,=  0,-  0), 100.0 %
Lc0 - 851     : 1 (+  1,=  0,-  0), 100.0 %
Lc0 - 0       : 1 (+  1,=  0,-  0), 100.0 %

29 Lc0 - 3200 :2217.4 81 (+ 34,= 14,- 33), 50.6 %

Lc0 - 915     : 2 (+  2,=  0,-  0), 100.0 %
Lc0 - 2317    : 1 (+  1,=  0,-  0), 100.0 %
Lc0 - 2300    : 2 (+  1,=  0,-  1), 50.0 %
Lc0 - 2200    : 1 (+  0,=  0,-  1),  0.0 %
Lc0 - 2400    : 2 (+  1,=  1,-  0), 75.0 %
Lc0 - 2500    : 1 (+  1,=  0,-  0), 100.0 %
Lc0 - 2171    : 2 (+  1,=  1,-  0), 75.0 %
Lc0 - 2125    : 1 (+  1,=  0,-  0), 100.0 %
Lc0 - 2551    : 2 (+  2,=  0,-  0), 100.0 %
Lc0 - 2600    : 1 (+  1,=  0,-  0), 100.0 %
Lc0 - 2100    : 2 (+  2,=  0,-  0), 100.0 %
Lc0 - 2079    : 1 (+  0,=  1,-  0), 50.0 %
Lc0 - 2656    : 2 (+  2,=  0,-  0), 100.0 %
Lc0 - 2700    : 1 (+  0,=  1,-  0), 50.0 %
Lc0 - 2055    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 2000    : 1 (+  0,=  0,-  1),  0.0 %
Lc0 - 2775    : 2 (+  1,=  1,-  0), 75.0 %
Lc0 - 2800    : 1 (+  0,=  0,-  1),  0.0 %
Lc0 - 1970    : 2 (+  1,=  1,-  0), 75.0 %
Lc0 - 1940    : 1 (+  0,=  1,-  0), 50.0 %
Lc0 - 2878    : 2 (+  0,=  1,-  1), 25.0 %
Lc0 - 2900    : 1 (+  1,=  0,-  0), 100.0 %
Lc0 - 1900    : 2 (+  1,=  1,-  0), 75.0 %
Lc0 - 1854    : 1 (+  0,=  0,-  1),  0.0 %
Lc0 - 3000    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 3100    : 1 (+  0,=  0,-  1),  0.0 %
Lc0 - 1800    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 1777    : 2 (+  1,=  0,-  1), 50.0 %
Lc0 - 3300    : 1 (+  0,=  0,-  1),  0.0 %
Lc0 - 1700    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 1629    : 2 (+  2,=  0,-  0), 100.0 %
Lc0 - 3400    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 341     : 1 (+  1,=  0,-  0), 100.0 %
Lc0 - 1600    : 2 (+  2,=  0,-  0), 100.0 %
Lc0 - 1549    : 2 (+  1,=  0,-  1), 50.0 %
Lc0 - 3500    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 3600    : 1 (+  0,=  0,-  1),  0.0 %
Lc0 - 1533    : 2 (+  1,=  0,-  1), 50.0 %
Lc0 - 1500    : 2 (+  0,=  2,-  0), 50.0 %
Lc0 - 3701    : 2 (+  0,=  1,-  1), 25.0 %
Lc0 - 3800    : 1 (+  0,=  0,-  1),  0.0 %
Lc0 - 1440    : 2 (+  1,=  0,-  1), 50.0 %
Lc0 - 1372    : 2 (+  2,=  0,-  0), 100.0 %
Lc0 - 3900    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 3988    : 1 (+  0,=  1,-  0), 50.0 %
Lc0 - 1225    : 2 (+  1,=  0,-  1), 50.0 %
Lc0 - 1111    : 2 (+  0,=  1,-  1), 25.0 %
Lc0 - 711     : 2 (+  1,=  0,-  1), 50.0 %
Lc0 - 851     : 1 (+  0,=  0,-  1),  0.0 %
Lc0 - 0       : 2 (+  2,=  0,-  0), 100.0 %

30 Lc0 - 1372 :2204.8 82 (+ 35,=  8,- 39), 47.6 %

Lc0 - 915     : 1 (+  1,=  0,-  0), 100.0 %
Lc0 - 2317    : 1 (+  1,=  0,-  0), 100.0 %
Lc0 - 2300    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 2200    : 1 (+  0,=  0,-  1),  0.0 %
Lc0 - 2400    : 2 (+  1,=  0,-  1), 50.0 %
Lc0 - 2500    : 1 (+  1,=  0,-  0), 100.0 %
Lc0 - 2171    : 2 (+  2,=  0,-  0), 100.0 %
Lc0 - 2125    : 1 (+  1,=  0,-  0), 100.0 %
Lc0 - 2551    : 2 (+  2,=  0,-  0), 100.0 %
Lc0 - 2600    : 1 (+  1,=  0,-  0), 100.0 %
Lc0 - 2100    : 2 (+  2,=  0,-  0), 100.0 %
Lc0 - 2079    : 1 (+  0,=  0,-  1),  0.0 %
Lc0 - 2656    : 2 (+  2,=  0,-  0), 100.0 %
Lc0 - 2700    : 1 (+  0,=  0,-  1),  0.0 %
Lc0 - 2055    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 2000    : 1 (+  0,=  0,-  1),  0.0 %
Lc0 - 2775    : 2 (+  1,=  1,-  0), 75.0 %
Lc0 - 2800    : 1 (+  0,=  0,-  1),  0.0 %
Lc0 - 1970    : 2 (+  0,=  1,-  1), 25.0 %
Lc0 - 1940    : 1 (+  1,=  0,-  0), 100.0 %
Lc0 - 2878    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 2900    : 2 (+  2,=  0,-  0), 100.0 %
Lc0 - 1900    : 2 (+  1,=  1,-  0), 75.0 %
Lc0 - 1854    : 1 (+  0,=  0,-  1),  0.0 %
Lc0 - 3000    : 2 (+  2,=  0,-  0), 100.0 %
Lc0 - 3100    : 2 (+  1,=  0,-  1), 50.0 %
Lc0 - 1800    : 2 (+  1,=  1,-  0), 75.0 %
Lc0 - 1777    : 1 (+  1,=  0,-  0), 100.0 %
Lc0 - 3200    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 3300    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 1700    : 2 (+  1,=  0,-  1), 50.0 %
Lc0 - 1629    : 1 (+  0,=  0,-  1),  0.0 %
Lc0 - 3400    : 2 (+  1,=  0,-  1), 50.0 %
Lc0 - 341     : 2 (+  1,=  1,-  0), 75.0 %
Lc0 - 1600    : 2 (+  1,=  1,-  0), 75.0 %
Lc0 - 1549    : 1 (+  1,=  0,-  0), 100.0 %
Lc0 - 3500    : 2 (+  1,=  0,-  1), 50.0 %
Lc0 - 3600    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 1533    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 1500    : 1 (+  0,=  1,-  0), 50.0 %
Lc0 - 3701    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 3800    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 1440    : 2 (+  1,=  0,-  1), 50.0 %
Lc0 - 3900    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 3988    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 1225    : 2 (+  1,=  0,-  1), 50.0 %
Lc0 - 1111    : 1 (+  0,=  0,-  1),  0.0 %
Lc0 - 711     : 1 (+  0,=  1,-  0), 50.0 %
Lc0 - 851     : 2 (+  1,=  0,-  1), 50.0 %
Lc0 - 0       : 2 (+  2,=  0,-  0), 100.0 %

31 Lc0 - 1629 :2191.8 82 (+ 31,= 15,- 36), 47.0 %

Lc0 - 915     : 1 (+  0,=  1,-  0), 50.0 %
Lc0 - 2317    : 1 (+  1,=  0,-  0), 100.0 %
Lc0 - 2300    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 2200    : 1 (+  0,=  0,-  1),  0.0 %
Lc0 - 2400    : 2 (+  0,=  1,-  1), 25.0 %
Lc0 - 2500    : 1 (+  1,=  0,-  0), 100.0 %
Lc0 - 2171    : 2 (+  1,=  1,-  0), 75.0 %
Lc0 - 2125    : 1 (+  0,=  0,-  1),  0.0 %
Lc0 - 2551    : 2 (+  2,=  0,-  0), 100.0 %
Lc0 - 2600    : 2 (+  1,=  1,-  0), 75.0 %
Lc0 - 2100    : 2 (+  1,=  1,-  0), 75.0 %
Lc0 - 2079    : 1 (+  0,=  0,-  1),  0.0 %
Lc0 - 2656    : 2 (+  1,=  1,-  0), 75.0 %
Lc0 - 2700    : 2 (+  1,=  0,-  1), 50.0 %
Lc0 - 2055    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 2000    : 1 (+  0,=  0,-  1),  0.0 %
Lc0 - 2775    : 2 (+  2,=  0,-  0), 100.0 %
Lc0 - 2800    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 1970    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 1940    : 1 (+  0,=  0,-  1),  0.0 %
Lc0 - 2878    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 2900    : 2 (+  1,=  1,-  0), 75.0 %
Lc0 - 1900    : 2 (+  1,=  0,-  1), 50.0 %
Lc0 - 1854    : 1 (+  0,=  1,-  0), 50.0 %
Lc0 - 3000    : 2 (+  0,=  1,-  1), 25.0 %
Lc0 - 3100    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 1800    : 2 (+  0,=  1,-  1), 25.0 %
Lc0 - 1777    : 1 (+  0,=  0,-  1),  0.0 %
Lc0 - 3200    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 3300    : 2 (+  0,=  1,-  1), 25.0 %
Lc0 - 1700    : 2 (+  1,=  0,-  1), 50.0 %
Lc0 - 3400    : 2 (+  0,=  1,-  1), 25.0 %
Lc0 - 341     : 2 (+  2,=  0,-  0), 100.0 %
Lc0 - 1600    : 2 (+  2,=  0,-  0), 100.0 %
Lc0 - 1549    : 1 (+  0,=  1,-  0), 50.0 %
Lc0 - 3500    : 1 (+  0,=  0,-  1),  0.0 %
Lc0 - 3600    : 2 (+  1,=  0,-  1), 50.0 %
Lc0 - 1533    : 2 (+  2,=  0,-  0), 100.0 %
Lc0 - 1500    : 1 (+  1,=  0,-  0), 100.0 %
Lc0 - 3701    : 1 (+  0,=  0,-  1),  0.0 %
Lc0 - 3800    : 2 (+  1,=  0,-  1), 50.0 %
Lc0 - 1440    : 2 (+  1,=  1,-  0), 75.0 %
Lc0 - 1372    : 1 (+  1,=  0,-  0), 100.0 %
Lc0 - 3900    : 1 (+  0,=  0,-  1),  0.0 %
Lc0 - 3988    : 2 (+  0,=  1,-  1), 25.0 %
Lc0 - 1225    : 2 (+  2,=  0,-  0), 100.0 %
Lc0 - 1111    : 1 (+  1,=  0,-  0), 100.0 %
Lc0 - 711     : 1 (+  0,=  0,-  1),  0.0 %
Lc0 - 851     : 2 (+  1,=  0,-  1), 50.0 %
Lc0 - 0       : 2 (+  2,=  0,-  0), 100.0 %

32 Lc0 - 3000 :2140.8 81 (+ 29,= 10,- 42), 42.0 %

Lc0 - 915     : 2 (+  2,=  0,-  0), 100.0 %
Lc0 - 2317    : 1 (+  1,=  0,-  0), 100.0 %
Lc0 - 2300    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 2200    : 1 (+  0,=  0,-  1),  0.0 %
Lc0 - 2400    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 2500    : 1 (+  1,=  0,-  0), 100.0 %
Lc0 - 2171    : 2 (+  0,=  2,-  0), 50.0 %
Lc0 - 2125    : 1 (+  1,=  0,-  0), 100.0 %
Lc0 - 2551    : 2 (+  1,=  0,-  1), 50.0 %
Lc0 - 2600    : 1 (+  0,=  0,-  1),  0.0 %
Lc0 - 2100    : 2 (+  1,=  0,-  1), 50.0 %
Lc0 - 2079    : 1 (+  0,=  0,-  1),  0.0 %
Lc0 - 2656    : 2 (+  1,=  1,-  0), 75.0 %
Lc0 - 2700    : 1 (+  0,=  0,-  1),  0.0 %
Lc0 - 2055    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 2000    : 1 (+  0,=  0,-  1),  0.0 %
Lc0 - 2775    : 2 (+  2,=  0,-  0), 100.0 %
Lc0 - 2800    : 1 (+  0,=  0,-  1),  0.0 %
Lc0 - 1970    : 2 (+  0,=  1,-  1), 25.0 %
Lc0 - 1940    : 1 (+  0,=  0,-  1),  0.0 %
Lc0 - 2878    : 2 (+  1,=  0,-  1), 50.0 %
Lc0 - 2900    : 1 (+  0,=  0,-  1),  0.0 %
Lc0 - 1900    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 1854    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 3100    : 1 (+  0,=  0,-  1),  0.0 %
Lc0 - 1800    : 2 (+  0,=  1,-  1), 25.0 %
Lc0 - 1777    : 2 (+  1,=  0,-  1), 50.0 %
Lc0 - 3200    : 2 (+  2,=  0,-  0), 100.0 %
Lc0 - 3300    : 1 (+  0,=  0,-  1),  0.0 %
Lc0 - 1700    : 2 (+  1,=  0,-  1), 50.0 %
Lc0 - 1629    : 2 (+  1,=  1,-  0), 75.0 %
Lc0 - 3400    : 2 (+  1,=  1,-  0), 75.0 %
Lc0 - 341     : 1 (+  1,=  0,-  0), 100.0 %
Lc0 - 1600    : 2 (+  2,=  0,-  0), 100.0 %
Lc0 - 1549    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 3500    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 3600    : 1 (+  0,=  0,-  1),  0.0 %
Lc0 - 1533    : 2 (+  1,=  0,-  1), 50.0 %
Lc0 - 1500    : 2 (+  2,=  0,-  0), 100.0 %
Lc0 - 3701    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 3800    : 1 (+  0,=  0,-  1),  0.0 %
Lc0 - 1440    : 2 (+  0,=  1,-  1), 25.0 %
Lc0 - 1372    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 3900    : 2 (+  1,=  0,-  1), 50.0 %
Lc0 - 3988    : 1 (+  0,=  0,-  1),  0.0 %
Lc0 - 1225    : 2 (+  0,=  1,-  1), 25.0 %
Lc0 - 1111    : 2 (+  1,=  1,-  0), 75.0 %
Lc0 - 711     : 2 (+  2,=  0,-  0), 100.0 %
Lc0 - 851     : 1 (+  1,=  0,-  0), 100.0 %
Lc0 - 0       : 1 (+  1,=  0,-  0), 100.0 %

33 Lc0 - 1225 :2140.8 82 (+ 28,=  9,- 45), 39.6 %

Lc0 - 915     : 2 (+  2,=  0,-  0), 100.0 %
Lc0 - 2317    : 2 (+  2,=  0,-  0), 100.0 %
Lc0 - 2300    : 1 (+  0,=  0,-  1),  0.0 %
Lc0 - 2200    : 2 (+  0,=  0,-  2),  0.0 %
Lc0 - 2400    : 1 (+  1,=  0,-  0), 100.0 %
Lc0 - 2500    : 2 (+  2,=  0,-  0), 100.0 %
